image,roi,density,determinant,mean_eigen,min_eigen,max_eigen,mean_distance,variance_mean,range_mean
CASE 1 (1).JPG,1,182,6053.274593142073,33.25174183653085,6.016921885763359,81.3753200521699,9.2296802737018,33.069039958308174,17.428182350716124
CASE 1 (1).JPG,2,114,3815.364807906308,30.846236809931572,3.60604160044536,74.7847607950979,8.93876431529008,30.575655785283057,16.907842129174977
CASE 1 (10).JPG,1,184,2392.5264687125455,24.483591261923294,3.9899001249238837,59.358825705441895,7.399926896098612,24.35052826593459,17.275653227837
CASE 1 (10).JPG,2,429,1479.0343400852782,28.864063180436187,1.9859732864285482,74.62667008719794,8.819845748063333,28.796780981880406,16.82730583459974
CASE 1 (100).JPG,1,317,5863.52924553907,35.37968523204349,7.121171238487796,89.85421977560068,9.577390029880487,35.268077392194776,17.310731214552153
CASE 1 (100).JPG,2,121,6555.932158604333,36.29521123260119,5.7950292630265405,90.6044304305346,10.027965828833594,35.99525080919129,17.267580647198994
CASE 1 (101).JPG,1,457,336.32689443647087,15.390323774758103,0.9870324360633085,35.617004930793975,5.990374407693489,15.356646917482912,16.271365237724172
CASE 1 (101).JPG,2,144,435.4166459906367,18.18752681162702,0.8115119898893317,40.50434480837836,6.746390393534735,18.06122454210184,15.546887735421095
CASE 1 (102).JPG,1,470,1429.482887531288,13.818233135303766,5.883582117483917,26.350882607584072,5.124058022512545,13.788832639271197,16.540209486729243
CASE 1 (102).JPG,2,318,2011.9408679882906,15.015865253095436,5.319166266283908,23.906908978612513,5.521180627351421,14.968645551041677,16.984354455831326
CASE 1 (103).JPG,1,85,17.41367984060655,9.07953337221664,0.1785696697628172,22.77900134932165,3.835706668784455,8.972715332543498,10.562147499680895
CASE 1 (103).JPG,2,87,122.4424046973967,12.121058765815619,0.47369728423419355,25.91539124024228,5.316850782459961,11.981736251266009,11.895321946275567
CASE 1 (104).JPG,1,40,284.0629781349079,11.174939745195312,1.2001875050355544,21.11592952247279,4.483041198096022,10.895566251565432,12.911584477752156
CASE 1 (104).JPG,2,132,1292.744910582503,14.513758419530355,5.383643256711005,30.208805700071828,5.329399321226602,14.403805704230889,16.90664469086222
CASE 1 (105).JPG,1,345,7533.223391482297,21.649963644982268,11.018496119206667,33.55811318363146,7.292689896247085,21.58721012717073,16.64746140241692
CASE 1 (105).JPG,2,447,9324.109105409958,23.295640939669653,13.889020637257468,38.610820612896696,7.75990476845706,23.24352541184044,17.364163398381347
CASE 1 (106).JPG,1,650,9319.65627309349,27.39209018915835,9.708826862967857,55.02113259924665,8.370800633925867,27.349948511944262,16.83249090988824
