image,roi,density,determinant,mean_eigen,min_eigen,max_eigen,mean_distance,variance_mean,range_mean
CASE 3 (1).JPG,1,44,27.68223336506238,27.59701455852085,0.20650688145265877,80.92812965453679,8.556399061298475,26.969809682190846,11.442808901069462
CASE 3 (1).JPG,2,11,5.1842635119243014e-05,0.9043457063301142,8.667279982323889e-05,2.470873315483745,1.490781197461807,0.8221324603001037,1.7925646509460165
CASE 3 (1).JPG,3,44,0.505910302584815,2.3745131705354066,0.13934629392252237,6.418552016412683,2.3833455017717124,2.3205469621141472,4.978989625069769
CASE 3 (10).JPG,1,82,2.671992990747575,23.34015728227899,0.019750458483753987,68.01153463570557,7.046942552371201,23.055521217860957,11.194657966109807
CASE 3 (10).JPG,2,26,0.0193388099370995,1.1002598107714412,0.010065602573028644,2.5318795905907767,1.678352209136949,1.0579421257417703,3.180610716111378
CASE 3 (10).JPG,3,56,0.5612823852273015,2.1463415390016736,0.09665892181968674,5.232630375933478,2.27876640858941,2.108014011519501,4.6476637859999075
CASE 3 (100).JPG,1,45,0.09883185834575094,13.543440641737895,0.0016106507736321563,39.05766378372908,5.111772262853382,13.242475294143716,9.889933825839295
CASE 3 (100).JPG,2,44,0.3104561121100791,6.065051164249408,0.012333626454730871,16.6731126189438,3.112336500570237,5.927209092334656,8.321351806915787
CASE 3 (100).JPG,3,175,2.094526166834378,3.696310869224917,0.07417345478640858,6.954104173038356,3.1258769955133814,3.675189092829348,7.366088686567134
CASE 3 (101).JPG,1,45,0.04261132521953074,5.572477262620848,0.0015854060057929854,14.913657165633488,3.2343034812812435,5.448644434562605,6.6963813450250464
CASE 3 (101).JPG,2,44,0.2548271435397488,4.313411477317758,0.012120031385283059,11.020234112811703,3.2413968208619157,4.215379398287809,5.3961818445972005
CASE 3 (101).JPG,3,175,5.018393802236771,5.57753432193365,0.07451684394898184,9.752838727828783,3.815937144229747,5.545662697236885,7.759869889242746
CASE 3 (102).JPG,1,4,2.538148141223242e-05,12.27574372308515,1.5116941477034989e-06,36.36552616580771,5.255477145382555,9.206807792313857,3.9752367149040784
CASE 3 (102).JPG,2,2,-1.3452717426579603e-32,9.260700642231267,-4.725692720561224e-16,27.7821019266938,3.727070023939301,4.6303503211156345,3.217416260016085
CASE 3 (102).JPG,3,19,14.692493106206049,8.306661903560599,0.11789075228054635,17.80085682730354,4.436460210064334,7.8694691717942495,8.202136218089299
CASE 3 (103).JPG,1,4,5.489569135973613e-06,0.8896398048625964,5.909355325164689e-06,2.2573935790408592,1.2765143667795673,0.6672298536469476,1.6308283008677424
CASE 3 (103).JPG,2,5,0.016802647344907894,0.5054280426583622,0.06209330053961019,1.2350959217537043,1.0256050707814162,0.40434243412668963,1.4855124411540317
CASE 3 (103).JPG,3,14,1.4205521141788682,2.038406940074412,0.21311690936798258,4.380425049275844,2.188125515999115,1.8928064443548103,4.608307876378624
